item_id,type,title,description,deadline,time,person,priority,location,notes,source_message_id
TASK_114,task,Verify the dataset labels,One more thing: I need you to verify the dataset labels by 2026-09-06.,2026-09-06,,,medium,,[],MSG_0455
EVENT_087,event,Client discussion,Just checking-The client discussion is scheduled for 2026-09-02 at 9:00 in Meeting Room A.,2026-09-02,09:00,,medium,Meeting Room A,[],MSG_0456
TASK_115,task,Review the file before the meeting,"Can you help? If possible, review the file before the meeting.",,,,low,,[],MSG_0457
EVENT_088,event,Team stand-up,"Calendar update: team stand-up, 2026-09-04 at 11:00, the college auditorium.",2026-09-04,11:00,,medium,the college auditorium,[],MSG_0458
EVENT_089,event,Review (tentative),Can you help? The review could be Friday afternoon.,unresolved,,,low,,"[""Relative time phrase 'friday' cannot be resolved to a concrete date without external context.""]",MSG_0462
EVENT_090,event,Doctor appointment,"Hi, Reminder: doctor appointment happens on 2026-09-06 at 9:00 in the city clinic.",2026-09-06,09:00,,medium,the city clinic,[],MSG_0465
TASK_116,task,Review the model results,I need you to review the model results by 2026-09-05.,2026-09-05,,,medium,,[],MSG_0467
TASK_117,task,Finish the test cases,Can you help? Can you finish the test cases before 2026-09-06?,2026-09-06,,,medium,,[],MSG_0468
TASK_118,task,Send the expense receipt,Please note: Send the expense receipt is due on 2026-09-03.,2026-09-03,,,medium,,[],MSG_0473
EVENT_091,event,Family dinner,"Hi, Calendar update: family dinner, 2026-09-14 at 9:00, the college auditorium.",2026-09-14,09:00,,high,the college auditorium,[],MSG_0479
TASK_119,task,Confirm the interview slot,FYI: Please confirm the interview slot by 2026-09-08.,2026-09-08,,,medium,,[],MSG_0480
TASK_120,task,Review the privacy checklist,Please note: Can you review the privacy checklist before 2026-09-02?,2026-09-02,,,medium,,[],MSG_0481
TASK_121,task,Verify the dataset labels,Quick update: I need you to verify the dataset labels by 2026-09-10.,2026-09-10,,,medium,,[],MSG_0483
EVENT_092,event,Team stand-up,"Can you help? Calendar update: team stand-up, 2026-09-04 at 11:00, the college auditorium.",2026-09-04,11:00,,medium,the college auditorium,[],MSG_0484
TASK_122,task,Send the expense receipt,"Hi, Send the expense receipt is due on 2026-09-09.",2026-09-09,,,medium,,[],MSG_0485
TASK_123,task,Send it,One more thing: Could you send it soon?,,,,low,,[],MSG_0486
TASK_124,task,Review the privacy checklist,Just checking-Can you review the privacy checklist before 2026-09-10?,2026-09-10,,,medium,,[],MSG_0487
EVENT_093,event,Mentor catch-up,For today: Reminder: mentor catch-up happens on 2026-09-16 at 15:00 in the city clinic.,2026-09-16,15:00,,high,the city clinic,[],MSG_0488
TASK_125,task,Send it,Please note: Could you send it soon?,,,,low,,[],MSG_0492
EVENT_094,event,Review (tentative),Important: The review could be Friday afternoon.,unresolved,,,high,,"[""Relative time phrase 'friday' cannot be resolved to a concrete date without external context.""]",MSG_0493
TASK_126,task,Call Maya,Quick update: Please call Maya when you are free.,,,Maya,low,,[],MSG_0495
TASK_127,task,Upload the assignment,Please note: Don't forget to upload the assignment; deadline is 2026-09-08.,2026-09-08,,,high,,[],MSG_0498
EVENT_095,event,Team meeting (tentative),"Hi, Let us meet sometime next week.",unresolved,,,low,,"[""Relative time phrase 'next week' cannot be resolved to a concrete date without external context.""]",MSG_0502
TASK_128,task,Call the service centre,Can you help? Don't forget to call the service centre; deadline is 2026-09-10.,2026-09-10,,,high,,[],MSG_0503
TASK_129,task,Send it,For today: Could you send it soon?,,,,low,,[],MSG_0505
EVENT_096,event,Study-group session,"FYI: Please join the study-group session on 2026-09-18, 13:00 at Conference Room 2.",2026-09-18,13:00,,high,Conference Room 2,[],MSG_0508
EVENT_097,event,Doctor appointment,For today: Reminder: doctor appointment happens on 2026-09-11 at 10:00 in the cafeteria.,2026-09-11,10:00,,medium,the cafeteria,[],MSG_0511
TASK_130,task,Send the revised presentation,Please note: Can you send the revised presentation before 2026-09-05?,2026-09-05,,,medium,,[],MSG_0512
TASK_131,task,Prepare the demo video,Can you help? Prepare the demo video is due on 2026-09-03.,2026-09-03,,,medium,,[],MSG_0513
TASK_132,task,Renew the library book,FYI: I need you to renew the library book by 2026-09-06.,2026-09-06,,,medium,,[],MSG_0515
TASK_133,task,Verify the dataset labels,Can you help? I need you to verify the dataset labels by 2026-09-04.,2026-09-04,,,medium,,[],MSG_0517
EVENT_098,event,College seminar,Are you available for the college seminar at 12:00 on 2026-09-05? Location: the main office.,2026-09-05,12:00,,medium,the main office,[],MSG_0519
TASK_134,task,Review the file before the meeting,"Just checking-If possible, review the file before the meeting.",,,,low,,[],MSG_0524
EVENT_099,event,Team meeting (tentative),Just checking-Let us meet sometime next week.,unresolved,,,low,,"[""Relative time phrase 'next week' cannot be resolved to a concrete date without external context.""]",MSG_0526
TASK_135,task,Confirm the interview slot,Can you help? Please confirm the interview slot by 2026-09-10.,2026-09-10,,,medium,,[],MSG_0527
TASK_136,task,Submit the weekly report,For today: Please submit the weekly report by 2026-09-08.,2026-09-08,,,medium,,[],MSG_0530
TASK_137,task,Send the expense receipt,One more thing: Send the expense receipt is due on 2026-09-10.,2026-09-10,,,medium,,[],MSG_0531
TASK_138,task,Pay the electricity bill,Just checking-Don't forget to pay the electricity bill; deadline is 2026-09-03.,2026-09-03,,,high,,[],MSG_0536
TASK_139,task,Review the model results,"Hi, I need you to review the model results by 2026-09-04.",2026-09-04,,,medium,,[],MSG_0537
TASK_140,task,Complete the onboarding form,"Hi, Complete the onboarding form is due on 2026-09-03.",2026-09-03,,,medium,,[],MSG_0546
TASK_141,task,Submit the weekly report,"Hi, Please submit the weekly report by 2026-09-10.",2026-09-10,,,medium,,[],MSG_0547
EVENT_100,event,Study-group session,"Just checking-Please join the study-group session on 2026-09-08, 15:00 at Conference Room 2.",2026-09-08,15:00,,medium,Conference Room 2,[],MSG_0549
TASK_142,task,Complete the onboarding form,Just checking-Complete the onboarding form is due on 2026-09-05.,2026-09-05,,,medium,,[],MSG_0551
TASK_143,task,Submit the weekly report,Please submit the weekly report by 2026-09-02.,2026-09-02,,,medium,,[],MSG_0552
TASK_144,task,Renew the library book,Please note: I need you to renew the library book by 2026-09-03.,2026-09-03,,,medium,,[],MSG_0553
TASK_145,task,Upload the assignment,FYI: Don't forget to upload the assignment; deadline is 2026-09-02.,2026-09-02,,,high,,[],MSG_0554
TASK_146,task,Share the meeting notes,"Hi, Share the meeting notes is due on 2026-09-08.",2026-09-08,,,medium,,[],MSG_0556
TASK_147,task,Confirm the interview slot,"Hi, Please confirm the interview slot by 2026-09-02.",2026-09-02,,,medium,,[],MSG_0557
TASK_148,task,Review the file before the meeting,"Please note: If possible, review the file before the meeting.",,,,low,,[],MSG_0559
TASK_149,task,Prepare the demo video,"Hi, Prepare the demo video is due on 2026-09-04.",2026-09-04,,,medium,,[],MSG_0561
EVENT_101,event,Design review,Are you available for the design review at 9:00 on 2026-09-10? Location: the training hall.,2026-09-10,09:00,,medium,the training hall,[],MSG_0565
TASK_150,task,Share the meeting notes,Just checking-Share the meeting notes is due on 2026-09-10.,2026-09-10,,,medium,,[],MSG_0566
TASK_151,task,Review the privacy checklist,FYI: Can you review the privacy checklist before 2026-09-05?,2026-09-05,,,medium,,[],MSG_0569
TASK_152,task,Finish the test cases,Quick update: Can you finish the test cases before 2026-09-03?,2026-09-03,,,medium,,[],MSG_0574
TASK_153,task,Complete the Python exercise,Please note: Please complete the Python exercise by 2026-09-10.,2026-09-10,,,medium,,[],MSG_0577
TASK_154,task,Review the privacy checklist,One more thing: Can you review the privacy checklist before 2026-09-09?,2026-09-09,,,medium,,[],MSG_0578
EVENT_102,event,Technical interview,Just checking-Are you available for the technical interview at 9:00 on 2026-09-10? Location: the training hall.,2026-09-10,09:00,,medium,the training hall,[],MSG_0579
TASK_155,task,Review the file before the meeting,"Important: If possible, review the file before the meeting.",,,,high,,[],MSG_0580
EVENT_103,event,Team stand-up,"One more thing: Calendar update: team stand-up, 2026-09-19 at 10:00, the library.",2026-09-19,10:00,,high,the library,[],MSG_0584
TASK_156,task,Complete the onboarding form,Complete the onboarding form is due on 2026-09-04.,2026-09-04,,,medium,,[],MSG_0585
EVENT_104,event,Client discussion,"Hi, The client discussion is scheduled for 2026-09-07 at 10:00 in Zoom.",2026-09-07,10:00,,medium,Zoom,[],MSG_0588
EVENT_105,event,Placement briefing,"Calendar update: placement briefing, 2026-09-09 at 16:00, the library.",2026-09-09,16:00,,medium,the library,[],MSG_0590
EVENT_106,event,Doctor appointment,One more thing: Reminder: doctor appointment happens on 2026-09-21 at 12:00 in the cafeteria.,2026-09-21,12:00,,high,the cafeteria,[],MSG_0592
EVENT_107,event,College seminar,Can you help? Are you available for the college seminar at 12:00 on 2026-09-05? Location: the main office.,2026-09-05,12:00,,medium,the main office,[],MSG_0600
EVENT_108,event,Doctor appointment,Please note: Reminder: doctor appointment happens on 2026-09-21 at 12:00 in the cafeteria.,2026-09-21,12:00,,high,the cafeteria,[],MSG_0601
TASK_157,task,Finish the test cases,For today: Can you finish the test cases before 2026-09-05?,2026-09-05,,,medium,,[],MSG_0602
EVENT_109,event,Family dinner,"Please note: Calendar update: family dinner, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,the library,[],MSG_0603
TASK_158,task,Email the signed document,Just checking-Don't forget to email the signed document; deadline is 2026-09-08.,2026-09-08,,,high,,[],MSG_0605
EVENT_110,event,Product demo,Just checking-The product demo is scheduled for 2026-09-07 at 14:00 in Zoom.,2026-09-07,14:00,,medium,Zoom,[],MSG_0606
TASK_159,task,Verify the dataset labels,I need you to verify the dataset labels by 2026-09-06.,2026-09-06,,,medium,,[],MSG_0607
TASK_160,task,Verify the dataset labels,Please note: I need you to verify the dataset labels by 2026-09-08.,2026-09-08,,,medium,,[],MSG_0612
TASK_161,task,Pay the electricity bill,Don't forget to pay the electricity bill; deadline is 2026-09-02.,2026-09-02,,,high,,[],MSG_0614
TASK_162,task,Back up the project files,Just checking-I need you to back up the project files by 2026-09-03.,2026-09-03,,,medium,,[],MSG_0615
EVENT_111,event,Design review,FYI: Are you available for the design review at 10:00 on 2026-09-15? Location: the main office.,2026-09-15,10:00,,medium,the main office,[],MSG_0616
TASK_163,task,Confirm the interview slot,Just checking-Please confirm the interview slot by 2026-09-04.,2026-09-04,,,medium,,[],MSG_0617
TASK_164,task,Finish the test cases,Please note: Can you finish the test cases before 2026-09-10?,2026-09-10,,,medium,,[],MSG_0618
EVENT_112,event,Product demo,Please note: The product demo is scheduled for 2026-09-07 at 10:00 in Zoom.,2026-09-07,10:00,,medium,Zoom,[],MSG_0619
TASK_165,task,Pay the electricity bill,For today: Don't forget to pay the electricity bill; deadline is 2026-09-08.,2026-09-08,,,high,,[],MSG_0620
TASK_166,task,Review the privacy checklist,Can you help? Can you review the privacy checklist before 2026-09-07?,2026-09-07,,,medium,,[],MSG_0621
TASK_167,task,Update the project tracker,FYI: Can you update the project tracker before 2026-09-09?,2026-09-09,,,medium,,[],MSG_0622
EVENT_113,event,Study-group session,"Can you help? Please join the study-group session on 2026-09-13, 12:00 at Google Meet.",2026-09-13,12:00,,medium,Google Meet,[],MSG_0623
TASK_168,task,Complete the onboarding form,Please note: Complete the onboarding form is due on 2026-09-06.,2026-09-06,,,medium,,[],MSG_0624
EVENT_114,event,AI workshop,"Can you help? Please join the AI workshop on 2026-09-08, 15:00 at Conference Room 2.",2026-09-08,15:00,,medium,Conference Room 2,[],MSG_0628
EVENT_115,event,Technical interview,Can you help? Are you available for the technical interview at 14:00 on 2026-09-15? Location: the main office.,2026-09-15,14:00,,medium,the main office,[],MSG_0630
EVENT_116,event,Team stand-up,"FYI: Calendar update: team stand-up, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,the library,[],MSG_0631
TASK_169,task,Upload the assignment,One more thing: Don't forget to upload the assignment; deadline is 2026-09-06.,2026-09-06,,,high,,[],MSG_0633
TASK_170,task,Call Maya,Important: Please call Maya when you are free.,,,Maya,high,,[],MSG_0634
EVENT_117,event,Review (tentative),"Hi, The review could be Friday afternoon.",unresolved,,,low,,"[""Relative time phrase 'friday' cannot be resolved to a concrete date without external context.""]",MSG_0635
EVENT_118,event,Doctor appointment,Reminder: doctor appointment happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,the city clinic,[],MSG_0637
TASK_171,task,Renew the library book,"Hi, I need you to renew the library book by 2026-09-09.",2026-09-09,,,medium,,[],MSG_0638
TASK_172,task,Submit the weekly report,Can you help? Please submit the weekly report by 2026-09-09.,2026-09-09,,,medium,,[],MSG_0639
TASK_173,task,Upload the assignment,Can you help? Don't forget to upload the assignment; deadline is 2026-09-04.,2026-09-04,,,high,,[],MSG_0640
EVENT_119,event,Sprint planning,Can you help? Reminder: sprint planning happens on 2026-09-16 at 15:00 in the city clinic.,2026-09-16,15:00,,medium,the city clinic,[],MSG_0643
EVENT_120,event,Sprint planning,Quick update: Reminder: sprint planning happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,the city clinic,[],MSG_0645
EVENT_121,event,Family dinner,"Calendar update: family dinner, 2026-09-14 at 13:00, the college auditorium.",2026-09-14,13:00,,medium,the college auditorium,[],MSG_0646
TASK_174,task,Share the meeting notes,One more thing: Share the meeting notes is due on 2026-09-09.,2026-09-09,,,medium,,[],MSG_0652
TASK_175,task,Review the privacy checklist,"Hi, Can you review the privacy checklist before 2026-09-08?",2026-09-08,,,medium,,[],MSG_0653
TASK_176,task,Send it,Important: Could you send it soon?,,,,high,,[],MSG_0654
TASK_177,task,Update the project tracker,Just checking-Can you update the project tracker before 2026-09-05?,2026-09-05,,,medium,,[],MSG_0656
TASK_178,task,Back up the project files,Important: I need you to back up the project files by 2026-09-05.,2026-09-05,,,high,,[],MSG_0657
TASK_179,task,Verify the dataset labels,"Hi, I need you to verify the dataset labels by 2026-09-05.",2026-09-05,,,medium,,[],MSG_0658
TASK_180,task,Back up the project files,Can you help? I need you to back up the project files by 2026-09-09.,2026-09-09,,,medium,,[],MSG_0659
EVENT_122,event,Internship orientation,"Please join the internship orientation on 2026-09-03, 10:00 at Google Meet.",2026-09-03,10:00,,medium,Google Meet,[],MSG_0660
TASK_181,task,Send the revised presentation,One more thing: Can you send the revised presentation before 2026-09-03?,2026-09-03,,,medium,,[],MSG_0662
EVENT_123,event,Sprint planning,One more thing: Reminder: sprint planning happens on 2026-09-11 at 14:00 in the cafeteria.,2026-09-11,14:00,,medium,the cafeteria,[],MSG_0664
TASK_182,task,Pay the electricity bill,Important: Don't forget to pay the electricity bill; deadline is 2026-09-05.,2026-09-05,,,high,,[],MSG_0667
EVENT_124,event,Sprint planning,For today: Reminder: sprint planning happens on 2026-09-21 at 12:00 in the cafeteria.,2026-09-21,12:00,,high,the cafeteria,[],MSG_0668
TASK_183,task,Upload the assignment,Quick update: Don't forget to upload the assignment; deadline is 2026-09-10.,2026-09-10,,,high,,[],MSG_0670
EVENT_125,event,Doctor appointment,Just checking-Reminder: doctor appointment happens on 2026-09-21 at 16:00 in the cafeteria.,2026-09-21,16:00,,high,the cafeteria,[],MSG_0673
EVENT_126,event,Project review,Quick update: The project review is scheduled for 2026-09-12 at 15:00 in Meeting Room A.,2026-09-12,15:00,,medium,Meeting Room A,[],MSG_0674
EVENT_127,event,Internship orientation,"For today: Please join the internship orientation on 2026-09-08, 15:00 at Conference Room 2.",2026-09-08,15:00,,medium,Conference Room 2,[],MSG_0683
TASK_184,task,Upload the assignment,Don't forget to upload the assignment; deadline is 2026-09-06.,2026-09-06,,,high,,[],MSG_0688
TASK_185,task,Prepare the demo video,For today: Prepare the demo video is due on 2026-09-02.,2026-09-02,,,medium,,[],MSG_0690
EVENT_128,event,Project review,"Hi, The project review is scheduled for 2026-09-02 at 13:00 in Meeting Room A.",2026-09-02,13:00,,medium,Meeting Room A,[],MSG_0693
TASK_186,task,Complete the Python exercise,Important: Please complete the Python exercise by 2026-09-02.,2026-09-02,,,high,,[],MSG_0694
EVENT_129,event,Family dinner,"One more thing: Calendar update: family dinner, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,the library,[],MSG_0697
EVENT_130,event,Study-group session,"Quick update: Please join the study-group session on 2026-09-03, 10:00 at Google Meet.",2026-09-03,10:00,,medium,Google Meet,[],MSG_0706
EVENT_131,event,Product demo,Important: The product demo is scheduled for 2026-09-02 at 13:00 in Meeting Room A.,2026-09-02,13:00,,high,Meeting Room A,[],MSG_0707
TASK_187,task,Update the project tracker,Can you help? Can you update the project tracker before 2026-09-02?,2026-09-02,,,medium,,[],MSG_0708
EVENT_132,event,Doctor appointment,Can you help? Reminder: doctor appointment happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,the city clinic,[],MSG_0711
TASK_188,task,Share the meeting notes,Can you help? Share the meeting notes is due on 2026-09-07.,2026-09-07,,,medium,,[],MSG_0716
TASK_189,task,Call Maya,FYI: Please call Maya when you are free.,,,Maya,low,,[],MSG_0717
EVENT_133,event,Mentor catch-up,Just checking-Reminder: mentor catch-up happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,the city clinic,[],MSG_0719
TASK_190,task,Share the meeting notes,Share the meeting notes is due on 2026-09-09.,2026-09-09,,,medium,,[],MSG_0720
TASK_191,task,Send the expense receipt,Just checking-Send the expense receipt is due on 2026-09-02.,2026-09-02,,,medium,,[],MSG_0722
TASK_192,task,Send the revised presentation,For today: Can you send the revised presentation before 2026-09-09?,2026-09-09,,,medium,,[],MSG_0725
TASK_193,task,Submit the weekly report,Just checking-Please submit the weekly report by 2026-09-03.,2026-09-03,,,medium,,[],MSG_0730
TASK_194,task,Update the project tracker,Please note: Can you update the project tracker before 2026-09-06?,2026-09-06,,,medium,,[],MSG_0736
TASK_195,task,Renew the library book,I need you to renew the library book by 2026-09-10.,2026-09-10,,,medium,,[],MSG_0740
TASK_196,task,Pay the electricity bill,One more thing: Don't forget to pay the electricity bill; deadline is 2026-09-02.,2026-09-02,,,high,,[],MSG_0743
EVENT_134,event,Team stand-up,"For today: Calendar update: team stand-up, 2026-09-09 at 16:00, the library.",2026-09-09,16:00,,medium,the library,[],MSG_0744
EVENT_135,event,AI workshop,"Just checking-Please join the AI workshop on 2026-09-03, 10:00 at Google Meet.",2026-09-03,10:00,,medium,Google Meet,[],MSG_0745
EVENT_136,event,AI workshop,"Quick update: Please join the AI workshop on 2026-09-18, 13:00 at Conference Room 2.",2026-09-18,13:00,,medium,Conference Room 2,[],MSG_0747
TASK_197,task,Pay the electricity bill,Please note: Don't forget to pay the electricity bill; deadline is 2026-09-04.,2026-09-04,,,high,,[],MSG_0754
TASK_198,task,Call the service centre,"Hi, Don't forget to call the service centre; deadline is 2026-09-02.",2026-09-02,,,high,,[],MSG_0757
EVENT_137,event,Product demo,The product demo is scheduled for 2026-09-12 at 11:00 in Meeting Room A.,2026-09-12,11:00,,medium,Meeting Room A,[],MSG_0759
TASK_199,task,Upload the assignment,"Hi, Don't forget to upload the assignment; deadline is 2026-09-05.",2026-09-05,,,high,,[],MSG_0761
EVENT_138,event,Team meeting (tentative),Please note: Let us meet sometime next week.,unresolved,,,low,,"[""Relative time phrase 'next week' cannot be resolved to a concrete date without external context.""]",MSG_0770
TASK_200,task,Send it,Just checking-Could you send it soon?,,,,low,,[],MSG_0775
TASK_201,task,Send the expense receipt,FYI: Send the expense receipt is due on 2026-09-06.,2026-09-06,,,medium,,[],MSG_0776
TASK_202,task,Reply to the client email,"Hi, Please reply to the client email by 2026-09-06.",2026-09-06,,,medium,,[],MSG_0779
TASK_203,task,Send the revised presentation,Can you help? Can you send the revised presentation before 2026-09-10?,2026-09-10,,,medium,,[],MSG_0780
TASK_204,task,Review the model results,Quick update: I need you to review the model results by 2026-09-09.,2026-09-09,,,medium,,[],MSG_0783
TASK_205,task,Reply to the client email,Quick update: Please reply to the client email by 2026-09-02.,2026-09-02,,,medium,,[],MSG_0784
TASK_206,task,Share the meeting notes,Important: Share the meeting notes is due on 2026-09-03.,2026-09-03,,,high,,[],MSG_0787
EVENT_139,event,Client discussion,Quick update: The client discussion is scheduled for 2026-09-17 at 12:00 in Zoom.,2026-09-17,12:00,,medium,Zoom,[],MSG_0788
EVENT_140,event,Placement briefing,"Hi, Calendar update: placement briefing, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,the library,[],MSG_0789
EVENT_141,event,Project review,The project review is scheduled for 2026-09-02 at 9:00 in Meeting Room A.,2026-09-02,09:00,,medium,Meeting Room A,[],MSG_0792
EVENT_142,event,Study-group session,"Please note: Please join the study-group session on 2026-09-08, 11:00 at Conference Room 2.",2026-09-08,11:00,,medium,Conference Room 2,[],MSG_0793
TASK_207,task,Share the meeting notes,For today: Share the meeting notes is due on 2026-09-06.,2026-09-06,,,medium,,[],MSG_0795
EVENT_143,event,Family dinner,"Important: Calendar update: family dinner, 2026-09-04 at 15:00, the college auditorium.",2026-09-04,15:00,,high,the college auditorium,[],MSG_0797
EVENT_144,event,College seminar,One more thing: Are you available for the college seminar at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,medium,the training hall,[],MSG_0798
TASK_208,task,Email the signed document,Quick update: Don't forget to email the signed document; deadline is 2026-09-02.,2026-09-02,,,high,,[],MSG_0799
EVENT_145,event,Design review,Just checking-Are you available for the design review at 12:00 on 2026-09-05? Location: the main office.,2026-09-05,12:00,,medium,the main office,[],MSG_0800
EVENT_146,event,Team meeting (tentative),For today: Let us meet sometime next week.,unresolved,,,low,,"[""Relative time phrase 'next week' cannot be resolved to a concrete date without external context.""]",MSG_0801
TASK_209,task,Pay the electricity bill,FYI: Don't forget to pay the electricity bill; deadline is 2026-09-07.,2026-09-07,,,high,,[],MSG_0809
EVENT_147,event,Design review,"Hi, Are you available for the design review at 13:00 on 2026-09-10? Location: the training hall.",2026-09-10,13:00,,medium,the training hall,[],MSG_0810
TASK_210,task,Call Maya,Just checking-Please call Maya when you are free.,,,Maya,low,,[],MSG_0811
TASK_211,task,Complete the Python exercise,For today: Please complete the Python exercise by 2026-09-05.,2026-09-05,,,medium,,[],MSG_0814
TASK_212,task,Send the expense receipt,Important: Send the expense receipt is due on 2026-09-04.,2026-09-04,,,high,,[],MSG_0815
TASK_213,task,Review the file before the meeting,"Quick update: If possible, review the file before the meeting.",,,,low,,[],MSG_0816
TASK_214,task,Share the meeting notes,Please note: Share the meeting notes is due on 2026-09-02.,2026-09-02,,,medium,,[],MSG_0819
EVENT_148,event,Placement briefing,"FYI: Calendar update: placement briefing, 2026-09-14 at 9:00, the college auditorium.",2026-09-14,09:00,,medium,the college auditorium,[],MSG_0821
EVENT_149,event,Team stand-up,"Quick update: Calendar update: team stand-up, 2026-09-14 at 9:00, the college auditorium.",2026-09-14,09:00,,medium,the college auditorium,[],MSG_0822
EVENT_150,event,Placement briefing,"Important: Calendar update: placement briefing, 2026-09-19 at 10:00, the library.",2026-09-19,10:00,,high,the library,[],MSG_0823
TASK_215,task,Submit the weekly report,FYI: Please submit the weekly report by 2026-09-07.,2026-09-07,,,medium,,[],MSG_0824
TASK_216,task,Finish the test cases,Can you finish the test cases before 2026-09-08?,2026-09-08,,,medium,,[],MSG_0826
TASK_217,task,Call Maya,For today: Please call Maya when you are free.,,,Maya,low,,[],MSG_0827
TASK_218,task,Email the signed document,Important: Don't forget to email the signed document; deadline is 2026-09-10.,2026-09-10,,,high,,[],MSG_0829
EVENT_151,event,Technical interview,For today: Are you available for the technical interview at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,medium,the training hall,[],MSG_0831
EVENT_152,event,Technical interview,Are you available for the technical interview at 14:00 on 2026-09-15? Location: the main office.,2026-09-15,14:00,,medium,the main office,[],MSG_0837
EVENT_153,event,Review (tentative),The review could be Friday afternoon.,unresolved,,,low,,"[""Relative time phrase 'friday' cannot be resolved to a concrete date without external context.""]",MSG_0840
EVENT_154,event,Internship orientation,"Quick update: Please join the internship orientation on 2026-09-13, 16:00 at Google Meet.",2026-09-13,16:00,,medium,Google Meet,[],MSG_0841
EVENT_155,event,Family dinner,"Just checking-Calendar update: family dinner, 2026-09-09 at 16:00, the library.",2026-09-09,16:00,,medium,the library,[],MSG_0845
EVENT_156,event,Internship orientation,"Can you help? Please join the internship orientation on 2026-09-03, 10:00 at Google Meet.",2026-09-03,10:00,,medium,Google Meet,[],MSG_0847
EVENT_157,event,Design review,Please note: Are you available for the design review at 16:00 on 2026-09-05? Location: the main office.,2026-09-05,16:00,,medium,the main office,[],MSG_0849
TASK_219,task,Prepare the demo video,Just checking-Prepare the demo video is due on 2026-09-06.,2026-09-06,,,medium,,[],MSG_0850
TASK_220,task,Prepare the demo video,Please note: Prepare the demo video is due on 2026-09-07.,2026-09-07,,,medium,,[],MSG_0851
TASK_221,task,Reply to the client email,Important: Please reply to the client email by 2026-09-10.,2026-09-10,,,high,,[],MSG_0853
TASK_222,task,Send it,"Hi, Could you send it soon?",,,,low,,[],MSG_0859
EVENT_158,event,College seminar,Please note: Are you available for the college seminar at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,medium,the training hall,[],MSG_0860
EVENT_159,event,Mentor catch-up,Can you help? Reminder: mentor catch-up happens on 2026-09-11 at 10:00 in the cafeteria.,2026-09-11,10:00,,medium,the cafeteria,[],MSG_0861
TASK_223,task,Email the signed document,"Hi, Don't forget to email the signed document; deadline is 2026-09-06.",2026-09-06,,,high,,[],MSG_0862
TASK_224,task,Back up the project files,One more thing: I need you to back up the project files by 2026-09-02.,2026-09-02,,,medium,,[],MSG_0864
TASK_225,task,Back up the project files,For today: I need you to back up the project files by 2026-09-08.,2026-09-08,,,medium,,[],MSG_0865
EVENT_160,event,Mentor catch-up,One more thing: Reminder: mentor catch-up happens on 2026-09-06 at 9:00 in the city clinic.,2026-09-06,09:00,,medium,the city clinic,[],MSG_0866
EVENT_161,event,Client discussion,Can you help? The client discussion is scheduled for 2026-09-07 at 14:00 in Zoom.,2026-09-07,14:00,,medium,Zoom,[],MSG_0868
TASK_226,task,Send the expense receipt,For today: Send the expense receipt is due on 2026-09-07.,2026-09-07,,,medium,,[],MSG_0870
EVENT_162,event,Team stand-up,"Just checking-Calendar update: team stand-up, 2026-09-19 at 14:00, the library.",2026-09-19,14:00,,medium,the library,[],MSG_0871
EVENT_163,event,Study-group session,"One more thing: Please join the study-group session on 2026-09-08, 11:00 at Conference Room 2.",2026-09-08,11:00,,medium,Conference Room 2,[],MSG_0873
EVENT_164,event,College seminar,Just checking-Are you available for the college seminar at 15:00 on 2026-09-20? Location: the training hall.,2026-09-20,15:00,,medium,the training hall,[],MSG_0877
EVENT_165,event,Client discussion,Please note: The client discussion is scheduled for 2026-09-02 at 13:00 in Meeting Room A.,2026-09-02,13:00,,medium,Meeting Room A,[],MSG_0878
EVENT_166,event,College seminar,FYI: Are you available for the college seminar at 13:00 on 2026-09-10? Location: the training hall.,2026-09-10,13:00,,medium,the training hall,[],MSG_0882
TASK_227,task,Review the model results,For today: I need you to review the model results by 2026-09-02.,2026-09-02,,,medium,,[],MSG_0883
TASK_228,task,Update the project tracker,"Hi, Can you update the project tracker before 2026-09-03?",2026-09-03,,,medium,,[],MSG_0884
EVENT_167,event,Review (tentative),For today: The review could be Friday afternoon.,unresolved,,,low,,"[""Relative time phrase 'friday' cannot be resolved to a concrete date without external context.""]",MSG_0886
TASK_229,task,Review the privacy checklist,Important: Can you review the privacy checklist before 2026-09-03?,2026-09-03,,,high,,[],MSG_0893
EVENT_168,event,Design review,Important: Are you available for the design review at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,high,the training hall,[],MSG_0894
EVENT_169,event,AI workshop,"For today: Please join the AI workshop on 2026-09-13, 12:00 at Google Meet.",2026-09-13,12:00,,medium,Google Meet,[],MSG_0895
