message_id,timestamp,sender,category,confidence,uncertain,reason,message_masked,is_mandatory
MSG_0226,2026-09-07 02:45:00,Neha,action_required,0.9,False,Matched request verb 'verify' + task noun 'dataset labels' + request 'need you to' + date bound 'by 2026-09-02' (sender: Neha).,FYI: I need you to verify the dataset labels by 2026-09-02.,False
MSG_0227,2026-09-07 03:22:00,Rohan,general_information,0.68,False,Matched possibility statement (sender: Rohan).,Important: The report may be needed tomorrow.,False
MSG_0228,2026-09-07 03:59:00,Aarav,personal_information,0.85,False,Matched meeting-time preference + communication preference (sender: Aarav).,"One more thing: Just so you know, i prefer morning meetings.",False
MSG_0229,2026-09-07 04:36:00,Tara,sensitive_information,0.95,False,Matched sensitive value present (sender: Tara).,Can you help? My identification number is ******.,False
MSG_0230,2026-09-07 05:13:00,Ishaan,promotional,0.75,False,Matched plan upsell wording (sender: Ishaan).,Can you help? You may like our new student plan.,False
MSG_0231,2026-09-07 05:50:00,Maya,action_required,0.89,False,Matched request verb 'send' + task noun 'revised presentation' + request 'can you' + date bound 'before 2026-09-07' (sender: Maya).,Quick update: Can you send the revised presentation before 2026-09-07?,False
MSG_0232,2026-09-07 06:27:00,Vikram,action_required,0.9,False,Matched request verb 'renew' + task noun 'library book' + request 'need you to' + date bound 'by 2026-09-10' (sender: Vikram).,One more thing: I need you to renew the library book by 2026-09-10.,False
MSG_0233,2026-09-07 07:04:00,Kabir,sensitive_information,0.95,False,Matched sensitive value present (sender: Kabir).,One more thing: My account recovery code is ******.,False
MSG_0234,2026-09-07 07:41:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + coupon expiry (sender: Promotions).,Please note: Your food-delivery coupon expires tonight. Use code SAVE22.,False
MSG_0235,2026-09-07 08:18:00,Rohan,general_information,0.68,False,Matched possibility statement (sender: Rohan).,Can you help? The report may be needed tomorrow.,False
MSG_0236,2026-09-07 08:55:00,Ishaan,promotional,0.75,False,Matched plan upsell wording (sender: Ishaan).,Quick update: You may like our new student plan.,False
MSG_0237,2026-09-07 09:32:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + sale or offer wording (sender: Promotions).,For today: Flash sale on laptops starts at 6 PM. Use code SAVE43.,False
MSG_0238,2026-09-07 10:09:00,Neha,general_information,0.74,False,Matched relocation notice (sender: Neha).,The building entrance has moved temporarily.,False
MSG_0239,2026-09-07 10:46:00,Ananya,personal_information,0.9,False,Matched profile statement + living-near statement (sender: Ananya).,"For today: For my profile, i live near the central library.",False
MSG_0240,2026-09-07 11:23:00,Rohan,general_information,0.68,False,Matched possibility statement (sender: Rohan).,Just checking-The report may be needed tomorrow.,False
MSG_0241,2026-09-07 12:00:00,Ishaan,personal_information,0.72,False,Matched communication preference (sender: Ishaan).,One more thing: Remember that i prefer receiving updates by email.,False
MSG_0242,2026-09-07 12:37:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,FYI: Earn reward points on your next purchase. Use code SAVE45.,False
MSG_0243,2026-09-07 13:14:00,Ananya,sensitive_information,0.95,False,Matched sensitive value present (sender: Ananya).,Just checking-Your OTP is *********. It expires in 10 minutes.,False
MSG_0244,2026-09-07 13:51:00,Maya,meeting_or_event,0.89,False,Matched invitation to join + named event 'AI workshop' + date+time+location structure (sender: Maya).,"One more thing: Please join the AI workshop on 2026-09-03, 14:00 at Google Meet.",False
MSG_0245,2026-09-07 14:28:00,Ananya,action_required,0.87,False,Matched request verb 'complete' + polite request 'please' + date bound 'by 2026-09-08' (sender: Ananya).,One more thing: Please complete the Python exercise by 2026-09-08.,False
MSG_0246,2026-09-07 15:05:00,Ishaan,general_information,0.82,False,Matched availability statement + version statement (sender: Ishaan).,The new Python version is available.,False
MSG_0247,2026-09-07 15:42:00,Meera,general_information,0.76,False,Matched hours-change statement (sender: Meera).,"Hi, The library has extended weekend hours.",False
MSG_0248,2026-09-07 16:19:00,Meera,personal_information,0.9,False,Matched profile statement + emergency-contact statement (sender: Meera).,"Quick update: For my profile, my emergency contact is my brother.",False
MSG_0249,2026-09-07 16:56:00,Tara,meeting_or_event,0.94,False,Matched reminder of an event + scheduled date phrase + named event 'mentor catch-up' + date+time+location structure (sender: Tara).,Important: Reminder: mentor catch-up happens on 2026-09-21 at 12:00 in the cafeteria.,False
MSG_0250,2026-09-07 17:33:00,Neha,personal_information,0.89,False,Matched personal note + habit statement (sender: Neha).,One more thing: Personal note: i usually study after dinner.,False
MSG_0251,2026-09-07 18:10:00,Tara,action_required,0.89,False,Matched request verb 'call' + imperative 'don't forget' + explicit 'deadline' (sender: Tara).,Don't forget to call the service centre; deadline is 2026-09-03.,False
MSG_0252,2026-09-07 18:47:00,Vikram,action_required,0.89,False,Matched request verb 'back up' + request 'need you to' + date bound 'by 2026-09-06' (sender: Vikram).,Quick update: I need you to back up the project files by 2026-09-06.,False
MSG_0253,2026-09-07 19:24:00,Kabir,general_information,0.76,False,Matched availability statement (sender: Kabir).,Can you help? The webinar recording is now available.,False
MSG_0254,2026-09-07 20:01:00,Neha,sensitive_information,0.94,False,Matched sensitive value present (sender: Neha).,For today: Please note my bank account number ***************.,False
MSG_0255,2026-09-07 20:38:00,Maya,meeting_or_event,0.89,False,Matched invitation to join + named event 'internship orientation' + date+time+location structure (sender: Maya).,"Hi, Please join the internship orientation on 2026-09-03, 14:00 at Google Meet.",False
MSG_0256,2026-09-07 21:15:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + percentage discount (sender: Promotions).,For today: Get 25% off selected headphones this weekend. Use code SAVE40.,False
MSG_0257,2026-09-07 21:52:00,Neha,sensitive_information,0.94,False,Matched sensitive value present (sender: Neha).,FYI: Please note my bank account number ***************.,False
MSG_0258,2026-09-07 22:29:00,Aarav,meeting_or_event,0.92,False,Matched explicit schedule + named event 'client discussion' + date+time+location structure (sender: Aarav).,One more thing: The client discussion is scheduled for 2026-09-02 at 13:00 in Meeting Room A.,False
MSG_0259,2026-09-07 23:06:00,Promotions,promotional,0.93,False,Matched sender is the promotions account + promo code 'SAVE..' + plan upsell wording (sender: Promotions).,Can you help? Upgrade your subscription and save 30%. Use code SAVE14.,False
MSG_0260,2026-09-07 23:43:00,Maya,personal_information,0.9,False,Matched profile statement + favourite preference (sender: Maya).,"Please note: For my profile, my favourite language is Python.",False
MSG_0261,2026-09-08 00:20:00,Promotions,promotional,0.93,False,Matched sender is the promotions account + promo code 'SAVE..' + plan upsell wording (sender: Promotions).,Please note: Upgrade your subscription and save 30%. Use code SAVE24.,False
MSG_0262,2026-09-08 00:57:00,Ishaan,promotional,0.75,False,Matched plan upsell wording (sender: Ishaan).,You may like our new student plan.,False
MSG_0263,2026-09-08 01:34:00,Rohan,general_information,0.74,False,Matched hours-change statement 2 (sender: Rohan).,FYI: The support team changed its working hours.,False
MSG_0264,2026-09-08 02:11:00,Tara,sensitive_information,0.95,False,Matched sensitive value present (sender: Tara).,"Hi, My identification number is ******.",False
MSG_0265,2026-09-08 02:48:00,Tara,action_required,0.9,False,Matched request verb 'pay' + task noun 'electricity bill' + imperative 'don't forget' + explicit 'deadline' (sender: Tara).,"Hi, Don't forget to pay the electricity bill; deadline is 2026-09-10.",False
MSG_0266,2026-09-08 03:25:00,Meera,general_information,0.76,False,Matched service-interval statement (sender: Meera).,For today: The shuttle leaves every thirty minutes.,False
MSG_0267,2026-09-08 04:02:00,Neha,sensitive_information,0.94,False,Matched sensitive value present (sender: Neha).,Please note: Please note my bank account number ***************.,False
MSG_0268,2026-09-08 04:39:00,Tara,meeting_or_event,0.94,False,Matched reminder of an event + scheduled date phrase + named event 'sprint planning' + date+time+location structure (sender: Tara).,Please note: Reminder: sprint planning happens on 2026-09-11 at 14:00 in the cafeteria.,False
MSG_0269,2026-09-08 05:16:00,Kabir,action_required,0.9,False,Matched request verb 'upload' + task noun 'assignment' + imperative 'don't forget' + explicit 'deadline' (sender: Kabir).,For today: Don't forget to upload the assignment; deadline is 2026-09-03.,False
MSG_0270,2026-09-08 05:53:00,Kabir,general_information,0.73,False,Matched status statement (sender: Kabir).,One more thing: The laptop battery is fully charged.,False
MSG_0271,2026-09-08 06:30:00,Neha,meeting_or_event,0.89,False,Matched availability request for a slot + named event 'design review' + date+time+location structure (sender: Neha).,For today: Are you available for the design review at 14:00 on 2026-09-15? Location: the main office.,False
MSG_0272,2026-09-08 07:07:00,Neha,personal_information,0.9,False,Matched profile statement + habit statement (sender: Neha).,"Hi, For my profile, i usually study after dinner.",False
MSG_0273,2026-09-08 07:44:00,Ananya,sensitive_information,0.95,False,Matched sensitive value present (sender: Ananya).,Quick update: Your OTP is *********. It expires in 10 minutes.,False
MSG_0274,2026-09-08 08:21:00,Neha,general_information,0.76,False,Matched operating-hours statement (sender: Neha).,"Hi, The cafeteria closes at 8 PM.",False
MSG_0275,2026-09-08 08:58:00,Meera,meeting_or_event,0.93,False,Matched calendar entry + named event 'family dinner' + date+time+location structure (sender: Meera).,"FYI: Calendar update: family dinner, 2026-09-19 at 14:00, the library.",False
MSG_0276,2026-09-08 09:35:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + free delivery (sender: Promotions).,Quick update: Free delivery on orders above 499 rupees. Use code SAVE38.,False
MSG_0277,2026-09-08 10:12:00,Tara,general_information,0.52,True,No specific classification signal matched; the message reads as an informational statement.,Quick update: Maya asked whether the demo was ready.,False
MSG_0278,2026-09-08 10:49:00,Maya,meeting_or_event,0.75,True,Matched tentative meeting proposal (sender: Maya). Low-confidence match.,One more thing: Let us meet sometime next week.,False
MSG_0279,2026-09-08 11:26:00,Project Lead,general_information,0.76,False,Matched hours-change statement (sender: Project Lead).,Please note: The library has extended weekend hours.,False
MSG_0280,2026-09-08 12:03:00,Meera,action_required,0.86,False,Matched request verb 'Share' + task noun 'meeting notes' + due-date phrase 'due on' (sender: Meera).,Quick update: Share the meeting notes is due on 2026-09-04.,False
MSG_0281,2026-09-08 12:40:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,Earn reward points on your next purchase. Use code SAVE15.,False
MSG_0282,2026-09-08 13:17:00,Vikram,meeting_or_event,0.91,False,Matched availability request for a slot + named event 'technical interview' + date+time+location structure (sender: Vikram).,Please note: Are you available for the technical interview at 13:00 on 2026-09-10? Location: the training hall.,False
MSG_0283,2026-09-08 13:54:00,Tara,action_required,0.89,False,Matched request verb 'call' + imperative 'don't forget' + explicit 'deadline' (sender: Tara).,Important: Don't forget to call the service centre; deadline is 2026-09-06.,False
MSG_0284,2026-09-08 14:31:00,HR Team,general_information,0.76,False,Matched weather statement (sender: HR Team).,One more thing: The weather forecast says light rain.,False
MSG_0285,2026-09-08 15:08:00,Kabir,general_information,0.76,False,Matched hours-change statement (sender: Kabir).,For today: The library has extended weekend hours.,False
MSG_0286,2026-09-08 15:45:00,Ananya,general_information,0.76,False,Matched holiday notice (sender: Ananya).,"Hi, Tomorrow is a public holiday.",False
MSG_0287,2026-09-08 16:22:00,Ananya,action_required,0.88,False,Matched request verb 'reply' + task noun 'client email' + polite request 'please' + date bound 'by 2026-09-08' (sender: Ananya).,Just checking-Please reply to the client email by 2026-09-08.,False
MSG_0288,2026-09-08 16:59:00,Ananya,sensitive_information,0.95,False,Matched sensitive value present (sender: Ananya).,One more thing: Your OTP is *********. It expires in 10 minutes.,False
MSG_0289,2026-09-08 17:36:00,Ishaan,action_required,0.89,False,Matched request verb 'finish' + task noun 'test cases' + request 'can you' + date bound 'before 2026-09-02' (sender: Ishaan).,Important: Can you finish the test cases before 2026-09-02?,False
MSG_0290,2026-09-08 18:13:00,Kabir,general_information,0.73,False,Matched status statement (sender: Kabir).,Just checking-The laptop battery is fully charged.,False
MSG_0291,2026-09-08 18:50:00,Ananya,general_information,0.74,False,Matched hours-change statement 2 (sender: Ananya).,The support team changed its working hours.,False
MSG_0292,2026-09-08 19:27:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + percentage discount (sender: Promotions).,Important: Get 25% off selected headphones this weekend. Use code SAVE30.,False
MSG_0293,2026-09-08 20:04:00,Vikram,meeting_or_event,0.89,False,Matched availability request for a slot + named event 'design review' + date+time+location structure (sender: Vikram).,Quick update: Are you available for the design review at 15:00 on 2026-09-20? Location: the training hall.,False
MSG_0294,2026-09-08 20:41:00,Tara,meeting_or_event,0.94,False,Matched reminder of an event + scheduled date phrase + named event 'mentor catch-up' + date+time+location structure (sender: Tara).,Reminder: mentor catch-up happens on 2026-09-11 at 10:00 in the cafeteria.,False
MSG_0295,2026-09-08 21:18:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + free delivery (sender: Promotions).,Free delivery on orders above 499 rupees. Use code SAVE18.,False
MSG_0296,2026-09-08 21:55:00,Meera,personal_information,0.9,False,Matched profile statement + emergency-contact statement (sender: Meera).,"Important: For my profile, my emergency contact is my brother.",False
MSG_0297,2026-09-08 22:32:00,Vikram,personal_information,0.8,False,Matched appearance preference (sender: Vikram).,"Please note: Just so you know, i use dark mode.",False
MSG_0298,2026-09-08 23:09:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,Can you help? Earn reward points on your next purchase. Use code SAVE15.,False
MSG_0299,2026-09-08 23:46:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,Just checking-Earn reward points on your next purchase. Use code SAVE25.,False
MSG_0300,2026-09-09 00:23:00,Maya,action_required,0.86,False,Matched task noun 'project tracker' + request 'can you' + date bound 'before 2026-09-10' (sender: Maya).,For today: Can you update the project tracker before 2026-09-10?,False
MSG_0301,2026-09-09 01:00:00,Ananya,action_required,0.88,False,Matched request verb 'reply' + task noun 'client email' + polite request 'please' + date bound 'by 2026-09-05' (sender: Ananya).,Can you help? Please reply to the client email by 2026-09-05.,False
MSG_0302,2026-09-09 01:37:00,Ananya,meeting_or_event,0.92,False,Matched explicit schedule + named event 'client discussion' + date+time+location structure (sender: Ananya).,Important: The client discussion is scheduled for 2026-09-17 at 16:00 in Zoom.,False
MSG_0303,2026-09-09 02:14:00,Ishaan,general_information,0.76,False,Matched operating-hours statement (sender: Ishaan).,One more thing: The cafeteria closes at 8 PM.,False
MSG_0304,2026-09-09 02:51:00,Promotions,promotional,0.93,False,Matched sender is the promotions account + promo code 'SAVE..' + plan upsell wording (sender: Promotions).,Join our premium plan for exclusive benefits. Use code SAVE19.,False
MSG_0305,2026-09-09 03:28:00,Kabir,personal_information,0.8,False,Matched clothing size (sender: Kabir).,"Please note: Just so you know, my T-shirt size is medium.",False
MSG_0306,2026-09-09 04:05:00,Neha,action_required,0.9,False,Matched request verb 'review' + task noun 'model results' + request 'need you to' + date bound 'by 2026-09-07' (sender: Neha).,Please note: I need you to review the model results by 2026-09-07.,False
MSG_0307,2026-09-09 04:42:00,Maya,action_required,0.89,False,Matched request verb 'send' + task noun 'revised presentation' + request 'can you' + date bound 'before 2026-09-02' (sender: Maya).,"Hi, Can you send the revised presentation before 2026-09-02?",False
MSG_0308,2026-09-09 05:19:00,Ishaan,personal_information,0.72,False,Matched communication preference (sender: Ishaan).,"Hi, Just so you know, i prefer receiving updates by email.",False
MSG_0309,2026-09-09 05:56:00,Kabir,action_required,0.9,False,Matched request verb 'email' + task noun 'signed document' + imperative 'don't forget' + explicit 'deadline' (sender: Kabir).,Can you help? Don't forget to email the signed document; deadline is 2026-09-05.,False
MSG_0310,2026-09-09 06:33:00,Aarav,action_required,0.76,True,Matched request verb 'send' + request 'could you' (sender: Aarav). Low-confidence match.,Could you send it soon?,False
MSG_0311,2026-09-09 07:10:00,Ishaan,meeting_or_event,0.89,False,Matched invitation to join + named event 'study-group session' + date+time+location structure (sender: Ishaan).,"For today: Please join the study-group session on 2026-09-18, 9:00 at Conference Room 2.",False
MSG_0312,2026-09-09 07:47:00,Vikram,action_required,0.89,False,Matched request verb 'back up' + request 'need you to' + date bound 'by 2026-09-10' (sender: Vikram).,"Hi, I need you to back up the project files by 2026-09-10.",False
MSG_0313,2026-09-09 08:24:00,Meera,general_information,0.73,False,Matched status statement (sender: Meera).,Quick update: The laptop battery is fully charged.,False
MSG_0314,2026-09-09 09:01:00,Aarav,action_required,0.88,False,Matched request verb 'confirm' + task noun 'interview slot' + polite request 'please' + date bound 'by 2026-09-03' (sender: Aarav).,Please confirm the interview slot by 2026-09-03.,False
MSG_0315,2026-09-09 09:38:00,Kabir,sensitive_information,0.95,False,Matched sensitive value present (sender: Kabir).,Important: My account recovery code is ******.,False
MSG_0316,2026-09-09 10:15:00,Vikram,meeting_or_event,0.91,False,Matched availability request for a slot + named event 'technical interview' + date+time+location structure (sender: Vikram).,FYI: Are you available for the technical interview at 15:00 on 2026-09-20? Location: the training hall.,False
MSG_0317,2026-09-09 10:52:00,Maya,action_required,0.89,False,Matched request verb 'send' + task noun 'revised presentation' + request 'can you' + date bound 'before 2026-09-03' (sender: Maya).,Can you send the revised presentation before 2026-09-03?,False
MSG_0318,2026-09-09 11:29:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + free delivery (sender: Promotions).,For today: Free delivery on orders above 499 rupees. Use code SAVE48.,False
MSG_0319,2026-09-09 12:06:00,Aarav,personal_information,0.85,False,Matched meeting-time preference + communication preference (sender: Aarav).,Quick update: Remember that i prefer morning meetings.,False
MSG_0320,2026-09-09 12:43:00,Neha,general_information,0.74,False,Matched relocation notice (sender: Neha).,"Hi, The building entrance has moved temporarily.",False
MSG_0321,2026-09-09 13:20:00,Neha,personal_information,0.89,False,Matched personal note + habit statement (sender: Neha).,For today: Personal note: i usually study after dinner.,False
MSG_0322,2026-09-09 13:57:00,HR Team,general_information,0.71,False,Matched update statement (sender: HR Team).,FYI: The report template has been updated.,False
MSG_0323,2026-09-09 14:34:00,Aarav,action_required,0.76,True,Matched request verb 'send' + request 'could you' (sender: Aarav). Low-confidence match.,Can you help? Could you send it soon?,False
MSG_0324,2026-09-09 15:11:00,Maya,general_information,0.76,False,Matched maintenance notice (sender: Maya).,For today: The office Wi-Fi will be under maintenance tonight.,False
MSG_0325,2026-09-09 15:48:00,Maya,general_information,0.73,False,Matched status statement (sender: Maya).,The laptop battery is fully charged.,False
MSG_0326,2026-09-09 16:25:00,Kabir,personal_information,0.8,False,Matched clothing size (sender: Kabir).,Quick update: Remember that my T-shirt size is medium.,False
MSG_0327,2026-09-09 17:02:00,Vikram,meeting_or_event,0.91,False,Matched availability request for a slot + named event 'college seminar' + date+time+location structure (sender: Vikram).,For today: Are you available for the college seminar at 9:00 on 2026-09-10? Location: the training hall.,False
MSG_0328,2026-09-09 17:39:00,Promotions,promotional,0.93,False,Matched sender is the promotions account + promo code 'SAVE..' + plan upsell wording (sender: Promotions).,Important: Upgrade your subscription and save 30%. Use code SAVE34.,False
MSG_0329,2026-09-09 18:16:00,Ishaan,general_information,0.8,False,Matched portal statement + supply statement (sender: Ishaan).,FYI: The training material is on the portal.,False
MSG_0330,2026-09-09 18:53:00,Maya,meeting_or_event,0.89,False,Matched invitation to join + named event 'AI workshop' + date+time+location structure (sender: Maya).,"Please note: Please join the AI workshop on 2026-09-03, 14:00 at Google Meet.",False
MSG_0331,2026-09-09 19:30:00,Rohan,action_required,0.86,False,Matched request verb 'Complete' + task noun 'onboarding form' + due-date phrase 'due on' (sender: Rohan).,Can you help? Complete the onboarding form is due on 2026-09-02.,False
MSG_0332,2026-09-09 20:07:00,Vikram,personal_information,0.8,False,Matched appearance preference (sender: Vikram).,Remember that i use dark mode.,False
MSG_0333,2026-09-09 20:44:00,HR Team,general_information,0.76,False,Matched weather statement (sender: HR Team).,Just checking-The weather forecast says light rain.,False
MSG_0334,2026-09-09 21:21:00,Vikram,action_required,0.89,False,Matched request verb 'back up' + request 'need you to' + date bound 'by 2026-09-04' (sender: Vikram).,Please note: I need you to back up the project files by 2026-09-04.,False
MSG_0335,2026-09-09 21:58:00,Aarav,action_required,0.88,False,Matched request verb 'confirm' + task noun 'interview slot' + polite request 'please' + date bound 'by 2026-09-07' (sender: Aarav).,Quick update: Please confirm the interview slot by 2026-09-07.,False
MSG_0336,2026-09-09 22:35:00,Neha,general_information,0.82,False,Matched availability statement + version statement (sender: Neha).,For today: The new Python version is available.,False
MSG_0337,2026-09-09 23:12:00,Maya,sensitive_information,0.95,False,Matched sensitive value present (sender: Maya).,You can contact me on ***********.,False
MSG_0338,2026-09-09 23:49:00,Aarav,meeting_or_event,0.92,False,Matched explicit schedule + named event 'product demo' + date+time+location structure (sender: Aarav).,"Hi, The product demo is scheduled for 2026-09-12 at 15:00 in Meeting Room A.",False
MSG_0339,2026-09-10 00:26:00,Tara,action_required,0.9,False,Matched request verb 'pay' + task noun 'electricity bill' + imperative 'don't forget' + explicit 'deadline' (sender: Tara).,Quick update: Don't forget to pay the electricity bill; deadline is 2026-09-06.,False
MSG_0340,2026-09-10 01:03:00,Vikram,action_required,0.89,False,Matched request verb 'back up' + request 'need you to' + date bound 'by 2026-09-07' (sender: Vikram).,FYI: I need you to back up the project files by 2026-09-07.,False
MSG_0341,2026-09-10 01:40:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,Important: Earn reward points on your next purchase. Use code SAVE35.,False
MSG_0342,2026-09-10 02:17:00,Aarav,meeting_or_event,0.92,False,Matched explicit schedule + named event 'product demo' + date+time+location structure (sender: Aarav).,Can you help? The product demo is scheduled for 2026-09-12 at 11:00 in Meeting Room A.,False
MSG_0343,2026-09-10 02:54:00,Ishaan,promotional,0.75,False,Matched plan upsell wording (sender: Ishaan).,Just checking-You may like our new student plan.,False
MSG_0344,2026-09-10 03:31:00,Ishaan,sensitive_information,0.94,False,Matched sensitive value present (sender: Ishaan).,"Hi, Use password ****** to sign in to the test account.",False
MSG_0345,2026-09-10 04:08:00,Kabir,action_required,0.9,False,Matched request verb 'upload' + task noun 'assignment' + imperative 'don't forget' + explicit 'deadline' (sender: Kabir).,Just checking-Don't forget to upload the assignment; deadline is 2026-09-07.,False
MSG_0346,2026-09-10 04:45:00,Ishaan,sensitive_information,0.94,False,Matched sensitive value present (sender: Ishaan).,Quick update: Use password ****** to sign in to the test account.,False
MSG_0347,2026-09-10 05:22:00,Tara,sensitive_information,0.95,False,Matched sensitive value present (sender: Tara).,Just checking-My identification number is ******.,False
MSG_0348,2026-09-10 05:59:00,Tara,general_information,0.52,True,No specific classification signal matched; the message reads as an informational statement.,Maya asked whether the demo was ready.,False
MSG_0349,2026-09-10 06:36:00,Tara,sensitive_information,0.95,False,Matched sensitive value present (sender: Tara).,My identification number is ******.,False
MSG_0350,2026-09-10 07:13:00,Maya,meeting_or_event,0.75,True,Matched tentative meeting proposal (sender: Maya). Low-confidence match.,Let us meet sometime next week.,False
MSG_0351,2026-09-10 07:50:00,Vikram,sensitive_information,0.95,False,Matched sensitive value present (sender: Vikram).,Quick update: The temporary access token is ******.,False
MSG_0352,2026-09-10 08:27:00,Neha,sensitive_information,0.94,False,Matched sensitive value present (sender: Neha).,Can you help? Please note my bank account number ***************.,False
MSG_0353,2026-09-10 09:04:00,Ananya,personal_information,0.9,False,Matched personal note + living-near statement (sender: Ananya).,Quick update: Personal note: i live near the central library.,False
MSG_0354,2026-09-10 09:41:00,Maya,meeting_or_event,0.75,True,Matched tentative meeting proposal (sender: Maya). Low-confidence match.,Can you help? Let us meet sometime next week.,False
MSG_0355,2026-09-10 10:18:00,Neha,personal_information,0.89,False,Matched personal note + habit statement (sender: Neha).,Just checking-Personal note: i usually study after dinner.,False
MSG_0356,2026-09-10 10:55:00,Aarav,meeting_or_event,0.92,False,Matched explicit schedule + named event 'client discussion' + date+time+location structure (sender: Aarav).,FYI: The client discussion is scheduled for 2026-09-12 at 15:00 in Meeting Room A.,False
MSG_0357,2026-09-10 11:32:00,Ananya,meeting_or_event,0.9,False,Matched explicit schedule + named event 'project review' + date+time+location structure (sender: Ananya).,Just checking-The project review is scheduled for 2026-09-17 at 12:00 in Zoom.,False
MSG_0358,2026-09-10 12:09:00,Meera,action_required,0.86,False,Matched request verb 'Send' + task noun 'expense receipt' + due-date phrase 'due on' (sender: Meera).,Send the expense receipt is due on 2026-09-10.,False
MSG_0359,2026-09-10 12:46:00,Neha,meeting_or_event,0.91,False,Matched availability request for a slot + named event 'technical interview' + date+time+location structure (sender: Neha).,"Hi, Are you available for the technical interview at 10:00 on 2026-09-15? Location: the main office.",False
MSG_0360,2026-09-10 13:23:00,Neha,action_required,0.9,False,Matched request verb 'verify' + task noun 'dataset labels' + request 'need you to' + date bound 'by 2026-09-03' (sender: Neha).,For today: I need you to verify the dataset labels by 2026-09-03.,False
MSG_0361,2026-09-10 14:00:00,Rohan,action_required,0.86,False,Matched request verb 'Prepare' + task noun 'demo video' + due-date phrase 'due on' (sender: Rohan).,Important: Prepare the demo video is due on 2026-09-08.,False
MSG_0362,2026-09-10 14:37:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + cashback (sender: Promotions).,Can you help? Book movie tickets today and receive cashback. Use code SAVE16.,False
MSG_0363,2026-09-10 15:14:00,Vikram,meeting_or_event,0.89,False,Matched availability request for a slot + named event 'design review' + date+time+location structure (sender: Vikram).,Can you help? Are you available for the design review at 9:00 on 2026-09-10? Location: the training hall.,False
MSG_0364,2026-09-10 15:51:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + cashback (sender: Promotions).,For today: Book movie tickets today and receive cashback. Use code SAVE46.,False
MSG_0365,2026-09-10 16:28:00,Ananya,action_required,0.88,False,Matched request verb 'reply' + task noun 'client email' + polite request 'please' + date bound 'by 2026-09-07' (sender: Ananya).,One more thing: Please reply to the client email by 2026-09-07.,False
MSG_0366,2026-09-10 17:05:00,Ananya,action_required,0.88,False,Matched request verb 'reply' + task noun 'client email' + polite request 'please' + date bound 'by 2026-09-03' (sender: Ananya).,FYI: Please reply to the client email by 2026-09-03.,False
MSG_0367,2026-09-10 17:42:00,Meera,sensitive_information,0.95,False,Matched sensitive value present (sender: Meera).,"Hi, My card number is **********************.",False
MSG_0368,2026-09-10 18:19:00,Kabir,action_required,0.9,False,Matched request verb 'email' + task noun 'signed document' + imperative 'don't forget' + explicit 'deadline' (sender: Kabir).,Please note: Don't forget to email the signed document; deadline is 2026-09-09.,False
MSG_0369,2026-09-10 18:56:00,Aarav,action_required,0.88,False,Matched request verb 'submit' + task noun 'weekly report' + polite request 'please' + date bound 'by 2026-09-04' (sender: Aarav).,Please note: Please submit the weekly report by 2026-09-04.,False
MSG_0370,2026-09-10 19:33:00,Ananya,general_information,0.74,False,Matched reorganisation notice (sender: Ananya).,Quick update: The project folder was reorganized.,False
MSG_0371,2026-09-10 20:10:00,Aarav,personal_information,0.85,False,Matched meeting-time preference + communication preference (sender: Aarav).,Can you help? Remember that i prefer morning meetings.,False
MSG_0372,2026-09-10 20:47:00,Aarav,personal_information,0.85,False,Matched meeting-time preference + communication preference (sender: Aarav).,"FYI: Just so you know, i prefer morning meetings.",False
MSG_0373,2026-09-10 21:24:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + reward points (sender: Promotions).,Please note: Earn reward points on your next purchase. Use code SAVE25.,False
MSG_0374,2026-09-10 22:01:00,Kabir,personal_information,0.8,False,Matched clothing size (sender: Kabir).,Can you help? Remember that my T-shirt size is medium.,False
MSG_0375,2026-09-10 22:38:00,Promotions,promotional,0.92,False,Matched sender is the promotions account + promo code 'SAVE..' + cashback (sender: Promotions).,"Hi, Book movie tickets today and receive cashback. Use code SAVE16.",False
